"Date","Mkt_RF","SMB","HML","RMW","CMA","RF","Mkt_RF_3mo","Mkt_RF_12mo","Mkt_RF_36mo","SMB_3mo","SMB_12mo","SMB_36mo","HML_3mo","HML_12mo","HML_36mo","RMW_3mo","RMW_12mo","RMW_36mo","CMA_3mo","CMA_12mo","CMA_36mo"
1995-01-01,1.8,-3.07,2.59,0.15,-0.65,0.42,-0.456666666666669,-0.381666666666667,0.361944444444445,-1.01,-0.449166666666666,-0.0116666666666662,0.589999999999998,0.0450000000000003,0.904722222222223,0.343333333333331,0.630000000000001,0.190277777777778,-0.273333333333331,0.148333333333333,0.461944444444444
1995-02-01,3.63,-0.49,0.99,0.61,-0.4,0.4,2.09666666666666,0.133333333333333,0.432500000000001,-1.20333333333333,-0.708333333333332,-0.0613888888888884,1.16333333333333,0.254166666666667,0.75138888888889,0.386666666666664,0.507500000000001,0.205277777777778,-0.229999999999998,0.193333333333333,0.388333333333333
1995-03-01,2.19,-0.53,-2.13,-0.13,0.23,0.46,2.54,0.715,0.567222222222223,-1.36333333333333,-0.666666666666666,-0.0513888888888884,0.483333333333331,-0.0624999999999997,0.595277777777778,0.209999999999998,0.442500000000001,0.203333333333334,-0.273333333333331,0.0966666666666663,0.344166666666667
1995-04-01,2.11,-0.26,1.67,0.43,0.82,0.44,2.64333333333333,0.834166666666667,0.595555555555556,-0.426666666666663,-0.604999999999999,0.101111111111112,0.176666666666664,-0.0616666666666664,0.520555555555556,0.303333333333331,0.390833333333334,0.169444444444445,0.216666666666669,0.0699999999999996,0.300277777777778
1995-05-01,2.9,-2.17,2.28,0.41,0.01,0.54,2.4,1.0275,0.667777777777778,-0.986666666666663,-0.578333333333332,0.0352777777777783,0.606666666666664,0.0783333333333336,0.553055555555556,0.236666666666664,0.371666666666667,0.206111111111111,0.353333333333335,0.020833333333333,0.286944444444444
1995-06-01,2.72,3.05,-2.54,-0.23,-2.39,0.47,2.57666666666666,1.5075,0.808055555555556,0.20666666666667,-0.280833333333332,0.196666666666667,0.469999999999998,-0.280833333333333,0.3925,0.203333333333331,0.265000000000001,0.201388888888889,-0.519999999999998,-0.303333333333334,0.194166666666667
1995-07-01,3.71,2.12,-1.58,0.22,-1.58,0.45,3.11,1.58166666666667,0.806111111111112,1,0.0516666666666676,0.273611111111112,-0.613333333333336,-0.463333333333333,0.362777777777778,0.133333333333331,0.338333333333334,0.173055555555556,-1.32,-0.443333333333334,0.177222222222222
1995-08-01,0.55,1.7,2.68,-1.17,1.49,0.47,2.32666666666666,1.2925,0.887500000000001,2.29,0.0733333333333343,0.331666666666667,-0.480000000000002,-0.0274999999999997,0.4675,-0.393333333333336,0.159166666666667,0.0388888888888891,-0.826666666666665,-0.1925,0.264166666666667
1995-09-01,3.36,-1.86,-0.11,0.99,0.4,0.43,2.54,1.7625,0.947777777777778,0.653333333333337,-0.307499999999999,0.266944444444445,0.329999999999998,0.114166666666667,0.469722222222223,0.0133333333333309,0.195000000000001,0.0216666666666669,0.103333333333335,-0.2475,0.294166666666667
1995-10-01,-1.51,-4.07,-0.49,1.93,-0.1,0.47,0.799999999999998,1.52416666666667,0.877500000000001,-1.41,-0.461666666666666,0.0958333333333338,0.693333333333331,0.211666666666667,0.511111111111112,0.583333333333331,0.340833333333334,0.0422222222222225,0.596666666666669,-0.195,0.316666666666667
1995-11-01,3.96,-1.06,0.52,-0.57,1,0.42,1.93666666666666,2.19,0.872500000000001,-2.33,-0.557499999999999,-0.0413888888888884,-0.0266666666666689,0.315833333333334,0.567777777777778,0.783333333333331,0.253333333333334,0.0413888888888891,0.433333333333335,-0.0675000000000004,0.388333333333333
1995-12-01,1.04,0.65,0.24,-1.44,3.02,0.49,1.16333333333333,2.205,0.85888888888889,-1.49333333333333,-0.499166666666666,-0.0691666666666662,0.0899999999999977,0.343333333333334,0.501111111111112,-0.0266666666666691,0.100000000000001,0.0158333333333336,1.30666666666667,0.154166666666666,0.449166666666667
1996-01-01,2.26,-2.64,0.46,0.26,2.3,0.43,2.42,2.24333333333333,0.895833333333334,-1.01666666666666,-0.463333333333332,-0.196388888888888,0.406666666666664,0.165833333333334,0.35,-0.583333333333336,0.109166666666667,0.0758333333333336,2.10666666666667,0.4,0.431388888888889
1996-02-01,1.33,1.77,-1.05,0.16,-1.89,0.39,1.54333333333333,2.05166666666667,0.929444444444445,-0.0733333333333299,-0.274999999999999,-0.0536111111111106,-0.116666666666669,-0.00416666666666636,0.140833333333334,-0.340000000000002,0.0716666666666674,0.0933333333333336,1.14333333333334,0.275833333333333,0.263611111111111
1996-03-01,0.74,1.56,0.42,1.44,-0.95,0.39,1.44333333333333,1.93083333333333,0.885555555555556,0.230000000000004,-0.100833333333332,-0.0127777777777773,-0.056666666666669,0.208333333333334,0.1175,0.619999999999998,0.202500000000001,0.139444444444445,-0.179999999999998,0.1775,0.214444444444444
1996-04-01,2.05,4.7,-3.97,-0.2,-2.03,0.46,1.37333333333333,1.92583333333333,1.02722222222222,2.67666666666667,0.312500000000001,0.140277777777778,-1.53333333333334,-0.261666666666666,-0.0636111111111108,0.466666666666664,0.150000000000001,0.236388888888889,-1.62333333333333,-0.0600000000000004,0.119722222222222
1996-05-01,2.36,3.23,-0.9,0.03,-0.33,0.42,1.71666666666666,1.88083333333333,1.0125,3.16333333333334,0.762500000000001,0.176111111111112,-1.48333333333334,-0.526666666666666,0.00750000000000035,0.423333333333331,0.118333333333334,0.241111111111111,-1.10333333333333,-0.0883333333333338,0.139166666666667
1996-06-01,-1.13,-3.67,2.33,3.5,1.2,0.4,1.09333333333333,1.56,0.972777777777779,1.42,0.202500000000001,0.0708333333333338,-0.846666666666669,-0.120833333333333,-0.00111111111111077,1.11,0.429166666666667,0.363611111111111,-0.386666666666665,0.210833333333333,0.140277777777778
1996-07-01,-5.96,-3.78,5.19,2.9,2.68,0.45,-1.57666666666667,0.754166666666667,0.816666666666668,-1.40666666666666,-0.289166666666666,-0.0608333333333329,2.20666666666666,0.443333333333334,0.0633333333333337,2.14333333333333,0.652500000000001,0.495277777777778,1.18333333333334,0.565833333333333,0.157777777777778
1996-08-01,2.77,2.58,-0.82,-0.38,-2.47,0.41,-1.44,0.939166666666667,0.790277777777779,-1.62333333333333,-0.215833333333332,0.00861111111111159,2.23333333333333,0.151666666666667,0.0355555555555559,2.00666666666666,0.718333333333334,0.526944444444445,0.470000000000002,0.235833333333333,0.0880555555555555
1996-09-01,5.01,-1.41,-2.74,1.3,-2.13,0.44,0.606666666666664,1.07666666666667,0.932777777777779,-0.869999999999997,-0.178333333333332,-0.114444444444444,0.543333333333331,-0.0674999999999997,-0.0338888888888885,1.27333333333333,0.744166666666667,0.556111111111111,-0.639999999999998,0.0249999999999996,0.0341666666666667
1996-10-01,0.87,-3.79,4.88,1.38,2.97,0.42,2.88333333333333,1.275,0.917777777777779,-0.873333333333331,-0.154999999999999,-0.271388888888888,0.439999999999997,0.38,0.178888888888889,0.766666666666664,0.698333333333334,0.5775,-0.543333333333332,0.280833333333333,0.101111111111111
1996-11-01,6.25,-3.82,1.4,2.06,-0.69,0.41,4.04333333333333,1.46583333333333,1.14305555555556,-3.00666666666666,-0.384999999999999,-0.341111111111111,1.18,0.453333333333334,0.239444444444445,1.58,0.917500000000001,0.573888888888889,0.0500000000000019,0.14,0.110555555555556
1996-12-01,-1.7,3.19,1.28,0.23,1.49,0.46,1.80666666666666,1.2375,1.05,-1.47333333333333,-0.173333333333332,-0.29,2.52,0.54,0.268055555555556,1.22333333333333,1.05666666666667,0.548611111111111,1.25666666666667,0.0124999999999996,0.161666666666667
1997-01-01,4.97,-1.82,-1.44,1.22,-0.07,0.45,3.17333333333333,1.46333333333333,1.10833333333333,-0.816666666666664,-0.104999999999999,-0.339166666666666,0.413333333333331,0.381666666666667,0.1975,1.17,1.13666666666667,0.625277777777778,0.243333333333335,-0.185,0.121111111111111
1997-02-01,-0.48,-2.54,5.61,0.72,3.47,0.39,0.929999999999997,1.3125,1.16583333333333,-0.389999999999998,-0.464166666666666,-0.4825,1.81666666666666,0.936666666666667,0.395555555555556,0.723333333333331,1.18333333333333,0.5875,1.63,0.261666666666666,0.243611111111111
1997-03-01,-5.02,-0.41,3.39,0.39,1.53,0.43,-0.176666666666669,0.8325,1.15944444444445,-1.59,-0.628333333333332,-0.465277777777777,2.52,1.18416666666667,0.443333333333334,0.776666666666664,1.09583333333333,0.580277777777778,1.64333333333334,0.468333333333333,0.2475
1997-04-01,4.04,-5.7,0,3.36,-1.02,0.43,-0.486666666666669,0.998333333333334,1.25277777777778,-2.88333333333333,-1.495,-0.595833333333333,3,1.515,0.397222222222223,1.49,1.3925,0.644444444444445,1.32666666666667,0.5525,0.1875
1997-05-01,6.73,4.68,-4.11,-1.04,-2.76,0.49,1.91666666666666,1.3625,1.42361111111111,-0.476666666666665,-1.37416666666667,-0.396666666666666,-0.240000000000003,1.2475,0.266388888888889,0.903333333333331,1.30333333333333,0.597777777777778,-0.749999999999998,0.35,0.0941666666666667
1997-06-01,4.1,1.17,1.44,0.56,0.45,0.37,4.95666666666666,1.79833333333333,1.62194444444445,0.0500000000000021,-0.970833333333333,-0.349722222222222,-0.890000000000003,1.17333333333333,0.257222222222223,0.959999999999997,1.05833333333333,0.584166666666667,-1.11,0.2875,0.065
1997-07-01,7.31,-2.74,0.13,0.18,-2.56,0.43,6.04666666666666,2.90416666666667,1.74666666666667,1.03666666666667,-0.884166666666666,-0.373888888888888,-0.846666666666669,0.751666666666667,0.243888888888889,-0.100000000000003,0.831666666666667,0.6075,-1.62333333333333,-0.149166666666667,-0.0088888888888889
1997-08-01,-4.09,7.5,1.13,-1.02,-0.17,0.41,2.44,2.3325,1.52138888888889,1.97666666666667,-0.474166666666666,-0.205555555555555,0.899999999999997,0.914166666666667,0.346111111111111,-0.0933333333333359,0.778333333333334,0.551944444444445,-0.759999999999998,0.0424999999999996,0.0286111111111111
1997-09-01,5.34,2.48,0.24,-1.58,-0.93,0.44,2.85333333333333,2.36,1.73305555555556,2.41333333333334,-0.149999999999999,-0.211944444444444,0.499999999999997,1.1625,0.403055555555556,-0.806666666666669,0.538333333333334,0.4925,-1.22,0.1425,-0.0266666666666667
1997-10-01,-3.81,-0.56,2.33,0.75,2.01,0.42,-0.853333333333335,1.97,1.58972222222222,3.14,0.119166666666667,-0.165833333333333,1.23333333333333,0.95,0.513888888888889,-0.616666666666669,0.485833333333334,0.508333333333334,0.303333333333335,0.0624999999999996,0.0494444444444444
1997-11-01,2.99,-5.01,1.22,3.08,1.73,0.39,1.50666666666666,1.69833333333333,1.78472222222222,-1.03,0.0200000000000006,-0.3075,1.26333333333333,0.935,0.568055555555556,0.749999999999997,0.570833333333334,0.580555555555556,0.936666666666668,0.264166666666666,0.112222222222222
1997-12-01,1.36,-2.09,3.74,0.64,1.95,0.48,0.179999999999998,1.95333333333333,1.79861111111111,-2.55333333333333,-0.419999999999999,-0.364166666666666,2.43,1.14,0.674444444444445,1.49,0.605,0.587222222222223,1.89666666666667,0.3025,0.156388888888889
1998-01-01,0.14,-1.28,-1.68,0.91,-0.62,0.43,1.49666666666667,1.55083333333333,1.7525,-2.79333333333333,-0.374999999999999,-0.314444444444444,1.09333333333333,1.12,0.555833333333334,1.54333333333333,0.579166666666667,0.608333333333334,1.02,0.256666666666666,0.157222222222222
1998-02-01,7.04,0.05,-0.93,-0.37,-2.58,0.39,2.84666666666667,2.1775,1.84722222222222,-1.10666666666666,-0.159166666666666,-0.299444444444444,0.376666666666664,0.575,0.5025,0.393333333333331,0.488333333333334,0.581111111111111,-0.416666666666665,-0.2475,0.0966666666666666
1998-03-01,4.76,-0.73,1.38,-0.55,-0.23,0.39,3.98,2.9925,1.91861111111111,-0.653333333333331,-0.185833333333333,-0.305,-0.410000000000003,0.4075,0.6,-0.00333333333333607,0.410000000000001,0.569444444444445,-1.14333333333333,-0.394166666666667,0.0838888888888889
1998-04-01,0.74,0.01,1.03,-1.68,-0.36,0.43,4.18,2.7175,1.88055555555556,-0.223333333333331,0.290000000000001,-0.2975,0.493333333333331,0.493333333333334,0.582222222222223,-0.866666666666669,-0.00999999999999942,0.510833333333334,-1.05666666666667,-0.339166666666667,0.0511111111111111
1998-05-01,-3.05,-3,3.41,1.03,2.47,0.4,0.816666666666665,1.9025,1.71527777777778,-1.24,-0.349999999999999,-0.320555555555555,1.94,1.12,0.613611111111112,-0.400000000000003,0.162500000000001,0.528055555555556,0.626666666666668,0.0966666666666662,0.119444444444444
1998-06-01,3.21,-3.61,-2.03,-0.26,-3.03,0.41,0.299999999999998,1.82833333333333,1.72888888888889,-2.2,-0.748333333333333,-0.505555555555555,0.803333333333331,0.830833333333334,0.627777777777778,-0.303333333333336,0.0941666666666673,0.527222222222222,-0.306666666666665,-0.193333333333334,0.101666666666667
1998-07-01,-2.42,-5.2,-1.83,1.64,0.76,0.4,-0.753333333333335,1.0175,1.55861111111111,-3.93666666666667,-0.953333333333333,-0.708888888888888,-0.150000000000003,0.6675,0.620833333333334,0.803333333333331,0.215833333333334,0.566666666666667,0.0666666666666685,0.0833333333333329,0.166666666666667
1998-08-01,-16.05,-4.97,3.57,3.35,5.78,0.43,-5.08666666666667,0.020833333333333,1.0975,-4.59333333333333,-1.9925,-0.894166666666666,-0.0966666666666696,0.870833333333333,0.645555555555556,1.57666666666666,0.580000000000001,0.692222222222223,1.17,0.579166666666666,0.285833333333333
1998-09-01,6.19,-0.89,-3.51,-1.84,-2.84,0.46,-4.09333333333333,0.0916666666666664,1.17611111111111,-3.68666666666667,-2.27333333333333,-0.867222222222222,-0.590000000000003,0.558333333333333,0.551111111111112,1.05,0.558333333333334,0.613611111111111,1.23333333333334,0.42,0.195833333333333
1998-10-01,6.98,-3.36,-2.33,0.88,0.18,0.32,-0.960000000000001,0.990833333333333,1.41194444444444,-3.07333333333333,-2.50666666666667,-0.8475,-0.75666666666667,0.17,0.5,0.796666666666664,0.569166666666667,0.584444444444445,1.04,0.2675,0.203611111111111
1998-11-01,6.07,0.76,-3.24,-0.92,-0.92,0.31,6.41333333333333,1.2475,1.47055555555556,-1.16333333333333,-2.02583333333333,-0.796944444444444,-3.02666666666667,-0.201666666666667,0.395555555555556,-0.62666666666667,0.235833333333334,0.574722222222222,-1.19333333333333,0.0466666666666663,0.150277777777778
1998-12-01,6.15,-1.5,-4.25,-0.69,-3.26,0.38,6.4,1.64666666666667,1.6125,-1.36666666666667,-1.97666666666667,-0.856666666666666,-3.27333333333334,-0.8675,0.270833333333334,-0.243333333333336,0.125000000000001,0.595555555555556,-1.33333333333333,-0.3875,-0.0241666666666667
1999-01-01,3.47,-0.82,-4.46,-2.8,-6.41,0.35,5.23,1.92416666666667,1.64611111111111,-0.519999999999999,-1.93833333333333,-0.80611111111111,-3.98333333333334,-1.09916666666667,0.134166666666667,-1.47,-0.184166666666666,0.510555555555556,-3.53,-0.87,-0.266111111111111
1999-02-01,-4.08,-5.15,1.95,-1.23,4.08,0.35,1.84666666666667,0.9975,1.49583333333333,-2.49,-2.37166666666667,-0.998333333333333,-2.25333333333334,-0.859166666666667,0.2175,-1.57333333333334,-0.255833333333333,0.471944444444445,-1.86333333333333,-0.315,-0.100277777777778
1999-03-01,3.48,-4.37,-2.61,-4.05,-1.07,0.43,0.956666666666665,0.890833333333333,1.57194444444444,-3.44666666666667,-2.675,-1.16305555555556,-1.70666666666667,-1.19166666666667,0.133333333333334,-2.69333333333334,-0.547499999999999,0.319444444444445,-1.13333333333333,-0.385,-0.103611111111111
1999-04-01,4.34,4.52,2.4,-2.47,0.84,0.37,1.24666666666667,1.19083333333333,1.63555555555556,-1.66666666666667,-2.29916666666667,-1.16805555555556,0.579999999999997,-1.0775,0.310277777777778,-2.58333333333334,-0.613333333333333,0.256388888888889,1.28333333333333,-0.285,-0.023888888888889
1999-05-01,-2.46,3.75,2.49,0.95,3.18,0.34,1.78666666666667,1.24,1.50166666666667,1.3,-1.73666666666667,-1.15361111111111,0.759999999999997,-1.15416666666667,0.404444444444445,-1.85666666666667,-0.62,0.281944444444445,0.983333333333335,-0.225833333333334,0.073611111111111
1999-06-01,4.77,2.34,-3.22,0.93,-2.91,0.4,2.21666666666667,1.37,1.66555555555556,3.53666666666667,-1.24083333333333,-0.986666666666666,0.556666666666663,-1.25333333333333,0.250277777777778,-0.196666666666669,-0.520833333333333,0.210555555555556,0.370000000000002,-0.215833333333334,-0.0405555555555556
1999-07-01,-3.49,2.54,-0.18,0.29,3.27,0.38,-0.393333333333335,1.28083333333333,1.73416666666667,2.87666666666667,-0.595833333333332,-0.81111111111111,-0.303333333333337,-1.11583333333333,0.101111111111112,0.723333333333331,-0.633333333333333,0.138055555555556,1.18,-0.00666666666666708,-0.0241666666666667
1999-08-01,-1.37,-1.67,-1.93,-0.24,0.72,0.39,-0.0300000000000017,2.50416666666667,1.61916666666667,1.07,-0.320833333333332,-0.929166666666666,-1.77666666666667,-1.57416666666667,0.0702777777777783,0.326666666666664,-0.932499999999999,0.141944444444445,0.360000000000002,-0.428333333333334,0.0644444444444444
1999-09-01,-2.77,2.48,-2.9,-0.96,-0.99,0.39,-2.54333333333333,1.7575,1.40305555555556,1.11666666666667,-0.0399999999999991,-0.821111111111111,-1.67,-1.52333333333333,0.0658333333333339,-0.303333333333336,-0.859166666666666,0.0791666666666669,1,-0.274166666666667,0.096111111111111
1999-10-01,6.09,-7.13,-2.88,-1.75,-0.87,0.39,0.649999999999999,1.68333333333333,1.54805555555556,-2.10666666666667,-0.354166666666666,-0.913888888888888,-2.57,-1.56916666666667,-0.149722222222222,-0.983333333333336,-1.07833333333333,-0.00777777777777751,-0.379999999999998,-0.361666666666667,-0.0105555555555556
1999-11-01,3.41,5.69,-5.65,-4.18,-1.84,0.36,2.24333333333333,1.46166666666667,1.46916666666667,0.346666666666668,0.0566666666666676,-0.649722222222222,-3.81,-1.77,-0.345555555555555,-2.29666666666667,-1.35,-0.181111111111111,-1.23333333333333,-0.438333333333334,-0.0425000000000001
1999-12-01,7.66,5.1,-7.66,-8,-5.87,0.44,5.72,1.5875,1.72916666666667,1.22,0.606666666666668,-0.596666666666666,-5.39666666666667,-2.05416666666667,-0.593888888888888,-4.64333333333334,-1.95916666666667,-0.409722222222222,-2.86,-0.655833333333334,-0.246944444444445
2000-01-01,-4.74,4.21,-1.12,-6.15,4.56,0.41,2.11,0.903333333333332,1.45944444444444,5,1.02583333333333,-0.429166666666666,-4.81,-1.77583333333333,-0.585,-6.11,-2.23833333333333,-0.614444444444444,-1.05,0.258333333333333,-0.118333333333333
2000-02-01,2.45,18.46,-9.77,-18.95,-1.13,0.43,1.79,1.4475,1.54083333333333,9.25666666666667,2.99333333333333,0.154166666666667,-6.18333333333334,-2.7525,-1.01222222222222,-11.0333333333333,-3.715,-1.16083333333333,-0.813333333333332,-0.175833333333334,-0.246111111111111
2000-03-01,5.21,-15.54,8.5,11.65,-1.2,0.47,0.973333333333332,1.59166666666667,1.825,2.37666666666667,2.0625,-0.26611111111111,-0.79666666666667,-1.82666666666667,-0.870277777777777,-4.48333333333334,-2.40666666666667,-0.848055555555555,0.743333333333335,-0.186666666666667,-0.321944444444445
2000-04-01,-6.35,-4.75,6.45,8.07,5.63,0.46,0.436666666666666,0.700833333333333,1.53638888888889,-0.609999999999999,1.29,-0.239722222222222,1.72666666666666,-1.48916666666667,-0.691111111111111,0.256666666666664,-1.52833333333333,-0.717222222222222,1.1,0.212499999999999,-0.137222222222222
2000-05-01,-4.39,-3.86,4.59,4.05,1.47,0.5,-1.84333333333333,0.539999999999999,1.2275,-8.05,0.655833333333334,-0.476944444444444,6.51333333333333,-1.31416666666667,-0.449444444444444,7.92333333333333,-1.27,-0.575833333333333,1.96666666666667,0.0699999999999994,-0.0197222222222223
2000-06-01,4.68,9.95,-8.04,-8.31,-3.17,0.4,-2.02,0.532499999999999,1.24361111111111,0.446666666666667,1.29,-0.233055555555555,0.999999999999996,-1.71583333333333,-0.712777777777777,1.27,-2.04,-0.822222222222222,1.31,0.0483333333333327,-0.120277777777778
2000-07-01,-2.48,-0.94,8.06,5.72,2.98,0.48,-0.730000000000001,0.616666666666666,0.971666666666667,1.71666666666667,1,-0.183055555555555,1.53666666666666,-1.02916666666667,-0.4925,0.486666666666663,-1.5875,-0.668333333333333,0.426666666666668,0.0241666666666661,0.033611111111111
2000-08-01,7.03,-0.95,-1.37,-3.06,1.21,0.5,3.07666666666667,1.31666666666667,1.28055555555556,2.68666666666667,1.06,-0.417777777777777,-0.450000000000003,-0.9825,-0.561944444444444,-1.88333333333334,-1.8225,-0.725,0.340000000000002,0.0649999999999994,0.0719444444444443
2000-09-01,-5.44,0.27,7.24,2.7,5.54,0.51,-0.296666666666668,1.09416666666667,0.981111111111111,-0.54,0.875833333333334,-0.479166666666666,4.64333333333333,-0.1375,-0.3675,1.78666666666666,-1.5175,-0.606111111111111,3.24333333333334,0.609166666666666,0.251666666666667
2000-10-01,-2.78,-2.58,5.58,9.54,3.71,0.56,-0.396666666666668,0.354999999999999,1.00972222222222,-1.08666666666667,1.255,-0.535277777777777,3.81666666666666,0.5675,-0.277222222222222,3.06,-0.576666666666666,-0.361944444444444,3.48666666666667,0.990833333333333,0.298888888888889
2000-11-01,-10.7,-0.35,12.24,13.05,8.35,0.51,-6.30666666666667,-0.820833333333334,0.629444444444444,-0.886666666666666,0.751666666666668,-0.405833333333333,8.35333333333333,2.05833333333333,0.0288888888888894,8.43,0.859166666666667,-0.0849999999999998,5.86666666666667,1.84,0.482777777777778
2000-12-01,1.18,3.26,7.55,1.92,4.82,0.5,-4.1,-1.36083333333333,0.624444444444444,0.11,0.598333333333334,-0.257222222222222,8.45666666666666,3.32583333333333,0.134722222222223,8.17,1.68583333333333,-0.0494444444444443,5.62666666666667,2.73083333333333,0.5625
2001-01-01,3.25,5.23,-5.05,-5.2,-5.21,0.54,-2.09,-0.695,0.710833333333333,2.71333333333333,0.683333333333334,-0.0763888888888882,4.91333333333333,2.99833333333333,0.0411111111111116,3.25666666666666,1.765,-0.219166666666666,2.65333333333334,1.91666666666667,0.435
2001-02-01,-10.03,2.87,12.23,9.12,9.01,0.38,-1.86666666666667,-1.735,0.236666666666667,3.78666666666667,-0.615833333333332,0.00194444444444517,4.91,4.83166666666667,0.406666666666667,1.94666666666666,4.10416666666667,0.0444444444444446,2.87333333333334,2.76166666666667,0.756944444444444
2001-03-01,-7.25,2.33,6.47,3.34,3.72,0.42,-4.67666666666667,-2.77333333333333,-0.0969444444444446,3.47666666666667,0.873333333333334,0.0869444444444452,4.55,4.6625,0.548055555555556,2.42,3.41166666666667,0.1525,2.50666666666667,3.17166666666667,0.866666666666667
2001-04-01,7.94,-0.88,-4.64,-3.18,-3.19,0.39,-3.11333333333333,-1.5825,0.103055555555555,1.44,1.19583333333333,0.0622222222222229,4.68666666666666,3.73833333333333,0.390555555555556,3.09333333333333,2.47416666666667,0.110833333333333,3.18,2.43666666666667,0.788055555555556
2001-05-01,0.68,3.55,3.38,0.29,1.95,0.32,0.456666666666665,-1.16,0.206666666666667,1.66666666666667,1.81333333333333,0.244166666666667,1.73666666666666,3.6375,0.389722222222223,0.149999999999996,2.16083333333333,0.0902777777777779,0.826666666666669,2.47666666666667,0.773611111111111
2001-06-01,-1.94,6.69,-1.26,1.57,-1.67,0.28,2.22666666666667,-1.71166666666667,0.063611111111111,3.12,1.54166666666667,0.530277777777779,-0.840000000000004,4.2025,0.411111111111112,-0.440000000000004,2.98416666666667,0.141111111111111,-0.969999999999998,2.60166666666667,0.811388888888889
2001-07-01,-2.13,-2.86,4.95,7.29,2.9,0.3,-1.13,-1.6825,0.0716666666666665,2.46,1.38166666666667,0.595277777777778,2.35666666666666,3.94333333333333,0.599444444444445,3.05,3.115,0.298055555555556,1.06,2.595,0.870833333333333
2001-08-01,-6.4,2.54,2.86,3.81,6.53,0.31,-3.49,-2.80166666666667,0.339722222222222,2.12333333333333,1.6725,0.80388888888889,2.18333333333333,4.29583333333333,0.579722222222223,4.22333333333333,3.6875,0.310833333333333,2.58666666666667,3.03833333333333,0.891666666666666
2001-09-01,-9.24,-5.74,1.52,5.03,3.35,0.28,-5.92333333333333,-3.11833333333333,-0.088888888888889,-2.02,1.17166666666667,0.669166666666667,3.11,3.81916666666667,0.719444444444445,5.37666666666666,3.88166666666667,0.501666666666667,4.26,2.85583333333333,1.06361111111111
2001-10-01,2.48,5.34,-7.31,-2.98,-4.36,0.22,-4.38666666666667,-2.68,-0.213888888888889,0.713333333333333,1.83166666666667,0.910833333333334,-0.976666666666671,2.745,0.581111111111112,1.95333333333333,2.83833333333333,0.394444444444445,1.84,2.18333333333333,0.9375
2001-11-01,7.53,-0.36,2.17,-3.49,-1.68,0.17,0.256666666666665,-1.16083333333333,-0.173333333333333,-0.253333333333333,1.83083333333333,0.879722222222223,-1.20666666666667,1.90583333333333,0.731388888888889,-0.480000000000004,1.46,0.323055555555556,-0.896666666666665,1.3475,0.916388888888889
2001-12-01,1.61,5.11,0.83,0.26,-0.28,0.15,3.87333333333333,-1.125,-0.299444444444445,3.36333333333333,1.985,1.06333333333333,-1.43666666666667,1.34583333333333,0.8725,-2.07,1.32166666666667,0.349444444444445,-2.10666666666667,0.9225,0.999166666666666
2002-01-01,-1.44,1.28,3.42,4.73,2.83,0.14,2.56666666666667,-1.51583333333333,-0.435833333333333,2.01,1.65583333333333,1.12166666666667,2.14,2.05166666666667,1.09138888888889,0.499999999999996,2.14916666666667,0.558611111111111,0.290000000000002,1.5925,1.25583333333333
2002-02-01,-2.28,-0.38,2.34,8.03,5.1,0.13,-0.703333333333335,-0.87,-0.385833333333333,2.00333333333333,1.385,1.25416666666667,2.19666666666666,1.2275,1.10222222222222,4.34,2.05833333333333,0.815833333333333,2.55,1.26666666666667,1.28416666666667
2002-03-01,4.24,4.15,1.08,-1.83,0.66,0.13,0.173333333333332,0.0874999999999996,-0.364722222222222,1.68333333333333,1.53666666666667,1.49083333333333,2.28,0.778333333333333,1.20472222222222,3.64333333333333,1.6275,0.8775,2.86333333333333,1.01166666666667,1.33222222222222
2002-04-01,-5.21,6.63,4.01,4.59,5.35,0.15,-1.08333333333334,-1.00833333333333,-0.63,3.46666666666667,2.1625,1.54944444444445,2.47666666666666,1.49916666666667,1.24944444444445,3.59666666666666,2.275,1.07361111111111,3.70333333333333,1.72333333333333,1.4575
2002-05-01,-1.36,-3.07,1.52,2.31,2.53,0.14,-0.776666666666669,-1.17833333333333,-0.599444444444444,2.57,1.61083333333333,1.36,2.20333333333333,1.34416666666667,1.2225,1.69,2.44333333333333,1.11138888888889,2.84666666666667,1.77166666666667,1.43944444444444
2002-06-01,-7.23,3.76,0.37,3.92,2.66,0.13,-4.6,-1.61916666666667,-0.932777777777778,2.44,1.36666666666667,1.39944444444445,1.96666666666666,1.48,1.32222222222222,3.60666666666666,2.63916666666667,1.19444444444444,3.51333333333333,2.1325,1.59416666666667
2002-07-01,-8.19,-6.33,-3.51,3.84,-1.1,0.15,-5.59333333333333,-2.12416666666667,-1.06333333333333,-1.88,1.0775,1.15305555555556,-0.540000000000004,0.775,1.22972222222222,3.35666666666666,2.35166666666667,1.29305555555556,1.36333333333333,1.79916666666667,1.47277777777778
2002-08-01,0.5,-1.28,3.01,1.37,-1.4,0.14,-4.97333333333334,-1.54916666666667,-1.01138888888889,-1.28333333333333,0.759166666666668,1.16388888888889,-0.043333333333337,0.7875,1.36694444444444,3.04333333333333,2.14833333333333,1.33777777777778,0.0533333333333346,1.13833333333333,1.41388888888889
2002-09-01,-10.34,3.05,1.26,3.29,-2.29,0.14,-6.01,-1.64083333333333,-1.22166666666667,-1.52,1.49166666666667,1.17972222222222,0.25333333333333,0.765833333333333,1.4825,2.83333333333333,2.00333333333333,1.45583333333333,-1.59666666666667,0.668333333333333,1.37777777777778
